imdb_id,vote_count,vote_average,poster_path,id
tt0117110,93.0,6.5,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,10874
tt0112646,2.0,7.0,/yhFcbTCnsWjg3nH3PLL6RoltjqS.jpg,89333
tt0113276,0.0,0.0,/tQ6HEWNxvbeF2WklTVEp3su446F.jpg,96357
tt0112573,3404.0,7.7,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,197
tt0075314,2632.0,8.1,/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,103
tt0113326,245.0,6.5,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,33542
tt0115645,37.0,5.8,/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg,43566
tt0113774,2.0,7.5,/l00ALsdVyRGmPIp5EWlEoplki0X.jpg,71754
tt0112556,23.0,7.0,/4PlYwKSqsjKFr4hjh61KukRIRvy.jpg,43612
tt0112373,4.0,7.3,/x2n4YIVsms3JL8qCfzrbOg2yx0x.jpg,51352
tt0115033,19.0,6.9,/yLEdmdH8sgK0hbHT4Oie1l1pt5d.jpg,16934
tt0116606,11.0,5.4,/kFjffUg7zcST9AW4GoWiJFoNsH3.jpg,10324
tt0114536,7.0,5.1,/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg,78406
tt0117427,21.0,5.2,/odifQ57irGc3k0x85djZ0yT2Inn.jpg,55731
tt0106473,7.0,7.0,/zC4WsoeXN2wCrUjNzu4iu7ph17Z.jpg,32119
tt0103859,139.0,5.4,/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,11066
tt0109424,249.0,7.9,/yQUjZTzwgskqOJdr3jhwQ4yTkvb.jpg,11104
tt0114808,29.0,6.8,/zRLV8Gz4x3k4Dc4Zxbmz7jsqNoN.jpg,37975
tt0116324,66.0,6.3,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,2074
tt0110647,105.0,4.4,/driZCEKL79PaCsZNICSU3xd59sk.jpg,27793
tt0111055,3.0,4.3,/3M4bH7A2L6wrHeueTUwr5PKYkfS.jpg,44284
tt0110217,0.0,0.0,/uUi23HjvDFYGfuVlCBGozUY1Ab4.jpg,290157
tt0114131,2.0,7.0,/6KO5jsPOr80J8PkKXPE8fym5I2R.jpg,110972
tt0112364,9.0,5.6,/dw5RWgSSDV5h3ZKS0oSzPe6A26p.jpg,32622
tt0113107,4.0,5.4,/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg,73067
tt0113451,45.0,5.1,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,11863
tt0114015,1.0,5.5,/1VNalbjNQkKejRnHW2XM6SwnCa0.jpg,55475
tt0114500,0.0,0.0,/wU4NBvZdP1wTAq142OR5knnhfG5.jpg,124636
tt0116130,110.0,5.6,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,9101
tt0113125,2.0,6.5,/wfPHta8Wxm4LQVHU8tRhL8GCyIz.jpg,123360
tt0113756,2.0,3.8,/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg,5757
tt0113952,5.0,7.2,/wpaZXRvhdNhmaedy8BMytuOXvGO.jpg,39428
tt0114618,0.0,0.0,/z0ezqAFMeGYd5mLEWaN8jC9eczF.jpg,124639
tt0118055,51.0,5.9,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,9302
tt0115685,303.0,6.7,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,11000
tt0113200,2.0,7.0,/b8niK1RquKFR7TZBJbWN8zZPCcT.jpg,249882
tt0112585,23.0,6.3,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,16388
tt0112442,1729.0,6.5,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,9737
tt0112342,31.0,5.0,/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg,30765
tt0112461,472.0,7.2,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,10474
tt0112427,11.0,6.0,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg,22279
tt0109093,21.0,6.5,/lZHBvDFavIfOx8gD4iqY701jF98.jpg,30157
tt0112384,1637.0,7.3,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,568
tt0114287,151.0,6.5,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,11780
tt0112288,46.0,6.4,/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg,34996
tt0112462,1529.0,5.2,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,414
tt0061395,163.0,7.3,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,649
tt0112495,21.0,6.4,/5CQgpLITPo33AEN1jULsyiHxSDJ.jpg,1873
tt0112541,28.0,6.8,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,5894
tt0109370,57.0,5.9,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,1775
tt0112642,1045.0,6.0,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,8839
tt0112688,69.0,6.8,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,20649
tt0112715,214.0,5.0,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,10329
tt0112740,508.0,7.0,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,8963
tt0109508,71.0,7.6,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,26564
tt0112851,898.0,6.8,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,8068
tt0112857,88.0,6.3,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,8512
tt0112864,2094.0,6.9,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,1572
tt0112887,57.0,5.6,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg,13552
tt0113044,0.0,0.0,/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg,259209
tt0113071,319.0,5.9,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,6520
tt0113114,130.0,5.5,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,9073
tt0113243,406.0,6.2,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,10428
tt0113464,19.0,6.5,/mdQd6vgt2sr8gCIVUucwxus29j1.jpg,17447
tt0113481,380.0,5.5,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,9886
tt0113492,643.0,5.4,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,9482
tt0113500,34.0,4.0,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg,19326
tt0113540,280.0,6.8,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,9344
tt0113677,64.0,7.2,/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg,9071
tt0113690,87.0,5.9,/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg,8973
tt0107447,7.0,7.0,/wuCyRk9eult77MXmRnE9gkSjUnt.jpg,15730
tt0113729,27.0,5.5,/yLq2bns665GyK5UcMXKUJmItm7F.jpg,47608
tt0113749,400.0,6.8,/4saVIltqkhq9is5NmD7N87Q40M.jpg,2293
tt0113820,153.0,5.2,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,9070
tt0113851,10.0,5.6,/wLwkTj5DRVNUnKSsNHdoka4QPLF.jpg,68274
tt0110604,36.0,6.4,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,48787
tt0110620,12.0,5.9,/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg,34574
tt0113957,359.0,5.6,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,1642
tt0113986,171.0,5.5,/aYavA2TOqpWVcxQZ31mMlYKqoFM.jpg,11472
tt0114095,14.0,5.8,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,36196
tt0114194,139.0,6.4,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,11980
tt0114241,1.0,10.0,/mIEtFo5z8G6b0r2mxHjfIWT7vy7.jpg,58372
tt0114323,62.0,7.2,/ihX2udk636JMAAaWDIMj6n5ejhb.jpg,32646
tt0114345,111.0,5.5,/g46rChf49Qgq28RJ22iWwvsK7nO.jpg,10533
tt0114435,2.0,5.3,/qUlVaRYuiMvr1R3ZBW6hpS9QB4h.jpg,56088
tt0114436,261.0,4.9,/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg,10802
tt0114478,115.0,7.2,/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg,10149
tt0114496,60.0,5.7,/p9qioRaQblGXemFRQSwo8TpikVJ.jpg,18402
tt0114508,457.0,5.5,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,9348
tt0114534,6.0,6.6,/5mkH38tcztyLy6CeAWHD1FC8ozC.jpg,139408
tt0114558,334.0,6.8,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,281
tt0058450,119.0,7.6,/ju5W8qvWfjXXGaR7wd9wSyuYXhS.jpg,5967
tt0114666,9.0,4.6,/uCPwXcYZ8G5Xi5h8zonBco980Dk.jpg,79593
tt0114663,18.0,6.1,/ub79b63JJV4oeHwomSy5OS5fVsr.jpg,47939
tt0114702,112.0,6.5,/BTGFfPHySJtw2qBoLysz3ercDB.jpg,36834
tt0114682,117.0,6.3,/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg,9090
tt0114781,217.0,5.6,/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg,3512
tt0114798,9.0,6.4,/puMRjRJYE5TX1ffwuqoLXW9iLqq.jpg,52856
tt0114805,6.0,6.0,/5fY5iN8mUBLdd4fmcXwdTqAZ9Sx.jpg,77350
tt0114887,168.0,6.5,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,9560
tt0114898,1017.0,5.9,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,9804
tt0114928,25.0,5.1,/aaFpmILNyNSReVgzKGFu8iKNYzi.jpg,31611
tt0114938,27.0,5.9,/qIgslXL0NDtSlcHxISACLwWbkRJ.jpg,65796
tt0109340,11.0,6.0,/xjWc2uWrcGLwC87JN2CbxseGKQ.jpg,49805
tt0112602,29.0,4.9,/A4UQ0y2kj4ZXrBP0MXYazd69xp2.jpg,26258
tt0111579,35.0,6.7,/e7bE9BiLyKaZtNF3Q2ro8gVCEQA.jpg,50797
tt0110882,45.0,7.7,/aIll5MvOZmUCmiwuGWMlaHRj2gj.jpg,19155
tt0112471,984.0,7.7,/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg,76
tt0112508,464.0,6.2,/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg,11017
tt0112438,27.0,4.7,/hUfKMTLCIK7OwLYX58TfY8APwRm.jpg,37141
tt0112571,48.0,6.3,/dcgbt8FkRLvQjaheVlylPSQeTKC.jpg,9382
tt0112757,58.0,7.2,/keUrRrUsmALR7kOTSdrOIDcO67z.jpg,6715
tt0112643,40.0,5.8,/eeO3BIHJoI3sabtkqfYOStdbOwm.jpg,18256
tt0112679,30.0,6.5,/6T3hCdOWU49Y0hmuzceARU5yS5x.jpg,22625
tt0109445,769.0,7.4,/dmNytzvQTjylI83qrgDoS1KQ0ev.jpg,2292
tt0112883,184.0,6.3,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,1909
tt0109635,217.0,5.9,/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg,8984
tt0112899,1.0,2.5,/7JbvfOA2hnWkSIJslAayK0AemDU.jpg,61813
tt0109676,91.0,5.1,/pVgdUHeIVEILyRISE4ysA8I6a8T.jpg,4954
tt0112854,9.0,5.3,/9iczUcmMLnOZ4Ltx3X3AEpbxTt4.jpg,62488
tt0109579,92.0,7.1,/3p1K153ZbRV7FNyi4DNnzHfxJZa.jpg,10531
tt0109642,183.0,7.1,/ewmVWV0TP8LTlYZ4OzCcguwC9d1.jpg,11929
tt0109686,1894.0,6.5,/3PEAkZHa8ehfUkuKbzmQNRTTAAs.jpg,8467
tt0111797,76.0,7.5,/jGjSu9zlR2I8t6OE54uxSJ7M25p.jpg,10451
tt0109759,64.0,6.5,/oIwrh7QhwUNxejsvgKtFG4V0gaQ.jpg,20156
tt0109758,28.0,4.3,/9oIEKFVPhgVEzbcbRPDXCdkUgRN.jpg,18395
tt0109707,639.0,7.3,/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,522
tt0113117,179.0,6.2,/bZqvonwVru1XtnniQZgZRa3Znyk.jpg,397
tt0113097,38.0,6.1,/l8lq77bNqJY94JCMPI731jwtDsE.jpg,10525
tt0113028,27.0,5.6,/oDufYQrDhdAsJlwQUnjY9wHRWgL.jpg,27985
tt0113198,404.0,6.7,/bycmMhO3iIoEDzP768sUjq2RV4T.jpg,15789
tt0113303,24.0,5.0,/oVaurD05v55CklwT62uZwENXDw1.jpg,27303
tt0113089,48.0,6.6,/W9QVHIH4n8X8OLWyEqbzBTfhfD.jpg,21183
tt0109771,20.0,5.9,/mF1PyZIJ2l3B3d2S41LrqjPL5Sc.jpg,10954
tt0113199,4.0,3.0,/xKGu7MQz9lxK3JGDFqQxxzMyfGH.jpg,47867
tt0113234,2.0,5.0,/mv8yiGImY2fxyvN2k8Grpg9NCL8.jpg,43475
tt0109906,9.0,5.4,/qD2B53sG1yhPyRANr2fnQerePas.jpg,72031
tt0110057,91.0,7.7,/g5yIxuzZ3LFRxDa8SBQybJJhXng.jpg,14275
tt0110005,299.0,6.9,/5ek49TUeqStPmKwNdxrCSUAdXNe.jpg,1024
tt0110066,17.0,6.0,/hJ1t3dz51ZirOZVzse9LpmW5Mnw.jpg,17207
tt0110116,90.0,6.9,/meRFVzGpBJiObWfdtOoNr0UPsP4.jpg,13701
tt0110006,97.0,6.0,/j6bhaWGuhL5nyRK0FdpnRIBDlp3.jpg,14819
tt0113360,25.0,6.0,/llu5wgQGYyMVDnz4p8ds8Um3lUa.jpg,32631
tt0110099,112.0,5.9,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,11777
tt0110148,1558.0,7.2,/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,628
tt0113463,10.0,5.2,/qKr3Mgo1HB3HkGTAVoVEpOSWlp2.jpg,87729
tt0110189,10.0,4.8,/lXu3oa1mQzI2sDsFcKuyJYLziLK.jpg,18713
tt0110216,381.0,4.7,/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,6280
tt0113501,124.0,6.0,/tPQ8kT5HVxfyKXVeoiC6NkF5gsu.jpg,9061
tt0113538,40.0,4.3,/iklPPdF1TQFPmRyVu0SH0yF1gdt.jpg,37108
tt0113552,83.0,5.7,/uQjFpAEF6GUIKW46sbndWtsEQSl.jpg,6071
tt0076759,6778.0,8.1,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,11
tt0110367,222.0,7.0,/tD9YDE8pjtSvvKUpkmooE6YDSm8.jpg,9587
tt0113670,207.0,7.4,/a7LslH4Ofdvi1oam9Bbhb2UyMR2.jpg,19101
tt0110296,14.0,7.4,/9YgIxxPsWMwoIFrBgNxHgGn0y29.jpg,49980
tt0109731,22.0,6.6,/9ACPvC1XFRta8SXA816C0my32TG.jpg,17961
tt0103994,70.0,6.6,/3nU4id8Ul2pEGVfIWl1r9wSzBeC.jpg,18183
tt0110322,636.0,7.2,/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg,4476
tt0110443,164.0,6.1,/tCgBOpglqgg478AIy9wYfZ7choY.jpg,11008
tt0110365,31.0,6.4,/9BQrTWQodxm0G349yruhRuJV38q.jpg,47504
tt0107566,9.0,5.7,/uEzbxMuT2d1KNR0KEfQncN7IUq2.jpg,32325
tt0110391,11.0,4.3,/mQMCPf0GUaOjKYFTdmL8w8udnJX.jpg,43742
tt0113691,28.0,6.4,/h0IjNfD1D7WVR70JpvMMWhNVx4N.jpg,28313
tt0110428,67.0,6.7,/Apgj4j73aUyMkNaPoSuQ7DJbt1M.jpg,11318
tt0109836,272.0,6.1,/uG0YLHdiBuWBv99MLwthucsvKLZ.jpg,3036
tt0113755,40.0,5.1,/6bnOhhrrrq6RZhMgz4aGyqbJ9Wf.jpg,40490
tt0110538,37.0,5.2,/q4kYWVXsPhD23XhGCBaWHoEITHC.jpg,24070
tt0110516,49.0,5.6,/94AgmLpD2NtCSwJ13rof6Bn5mfN.jpg,8986
tt0110527,199.0,6.4,/iuI31j8DM4TOxJTZeumG0S4npPU.jpg,10510
tt0113808,7.0,5.6,/jn2kmqCgRcloNYr121BB4BmgSRu.jpg,17402
tt0113896,11.0,7.0,/wDV4MCBmmTdgNQTv2tYbQg5diaB.jpg,38722
tt0113870,140.0,6.9,/jPbBDALAjTQFzCl21ZKmhjSjEmD.jpg,8438
tt0110684,56.0,7.0,/3mbJyBFsryL6wcSuEwHXvpzdOYa.jpg,11593
tt0110638,128.0,6.1,/4XLF6QkUqMDL5SLDEw1nrpSMk8N.jpg,1945
tt0113967,7.0,6.9,/pkQKP4ZFzSjvSDXYeVtfju5A2pR.jpg,39310
tt0117169,0.0,0.0,/hGJ3YlibjHNd9xP6rOIDTgh90eC.jpg,109560
tt0106402,4.0,4.0,/h7hwxnIC997ceboreSmEZo82bAw.jpg,56428
tt0113948,10.0,4.6,/mY7SX6aBDumSweQMTCdfrIbMLAa.jpg,63105
tt0110671,4.0,7.4,/24f1paDywuI9FVEmT313Ze8oVHX.jpg,131957
tt0110632,927.0,6.9,/w5sruoTQ87PFAGRJQyyaCOM1C4A.jpg,241
tt0110737,92.0,6.4,/eaHH1hnbZ9wIUHjYKlqJUwpTBan.jpg,9058
tt0110729,106.0,7.6,/8QF48QS5lvtrhOclt22RFz3bSQm.jpg,527
